date,resource_id,vm_sku,environment,application,currency,daily_cost,estimated_monthly_cost,avg_cpu,max_cpu,source_type
2025-12-24,TestUAMIVM,Standard_B1s,test,untagged,USD,0.2685,8.05,1.225,2.484,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-25,TestUAMIVM,Standard_B1s,test,untagged,USD,0.2681,8.04,1.098,2.53,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-26,TestUAMIVM,Standard_B1s,test,untagged,USD,0.2685,8.06,1.231,2.781,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-27,TestUAMIVM,Standard_B1s,test,untagged,USD,0.2689,8.07,1.367,3.026,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-28,TestUAMIVM,Standard_B1s,test,untagged,USD,0.2684,8.05,1.182,2.654,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-29,TestUAMIVM,Standard_B1s,test,untagged,USD,0.2686,8.06,1.273,2.593,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-30,TestUAMIVM,Standard_B1s,test,untagged,USD,0.2685,8.05,1.213,2.416,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-31,TestUAMIVM,Standard_B1s,test,untagged,USD,0.2683,8.05,1.17,2.658,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-01,TestUAMIVM,Standard_B1s,test,untagged,USD,0.2683,8.05,1.144,2.546,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-02,TestUAMIVM,Standard_B1s,test,untagged,USD,0.2685,8.06,1.233,2.902,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-03,TestUAMIVM,Standard_B1s,test,untagged,USD,0.2687,8.06,1.294,2.623,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-04,TestUAMIVM,Standard_B1s,test,untagged,USD,0.2681,8.04,1.08,2.52,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-05,TestUAMIVM,Standard_B1s,test,untagged,USD,0.2683,8.05,1.174,2.543,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-06,TestUAMIVM,Standard_B1s,test,untagged,USD,0.2688,8.06,1.32,2.545,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-07,TestUAMIVM,Standard_B1s,test,untagged,USD,0.2682,8.05,1.138,2.513,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-08,TestUAMIVM,Standard_B1s,test,untagged,USD,0.2681,8.04,1.09,2.545,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-09,TestUAMIVM,Standard_B1s,test,untagged,USD,0.2686,8.06,1.253,2.67,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-10,TestUAMIVM,Standard_B1s,test,untagged,USD,0.2683,8.05,1.162,2.554,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-11,TestUAMIVM,Standard_B1s,test,untagged,USD,0.2682,8.05,1.132,2.512,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-12,TestUAMIVM,Standard_B1s,test,untagged,USD,0.2689,8.07,1.356,2.793,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-13,TestUAMIVM,Standard_B1s,test,untagged,USD,0.2683,8.05,1.177,2.576,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-14,TestUAMIVM,Standard_B1s,test,untagged,USD,0.2683,8.05,1.155,2.692,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-15,TestUAMIVM,Standard_B1s,test,untagged,USD,0.2679,8.04,1.033,2.345,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-16,TestUAMIVM,Standard_B1s,test,untagged,USD,0.2687,8.06,1.285,2.524,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-17,TestUAMIVM,Standard_B1s,test,untagged,USD,0.2689,8.07,1.356,2.835,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-18,TestUAMIVM,Standard_B1s,test,untagged,USD,0.2683,8.05,1.166,2.374,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-19,TestUAMIVM,Standard_B1s,test,untagged,USD,0.2683,8.05,1.157,2.541,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-20,TestUAMIVM,Standard_B1s,test,untagged,USD,0.2691,8.07,1.425,2.819,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-21,TestUAMIVM,Standard_B1s,test,untagged,USD,0.2687,8.06,1.296,2.653,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-22,TestUAMIVM,Standard_B1s,test,untagged,USD,0.2683,8.05,1.162,2.469,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-23,TestUAMIVM,Standard_B1s,test,untagged,USD,0.2683,8.05,1.147,2.407,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-24,TestUAMIVM,Standard_B1s,test,untagged,USD,0.2687,8.06,1.292,2.624,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-25,TestUAMIVM,Standard_B1s,test,untagged,USD,0.2684,8.05,1.209,2.518,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-26,TestUAMIVM,Standard_B1s,test,untagged,USD,0.2689,8.07,1.376,2.726,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-27,TestUAMIVM,Standard_B1s,test,untagged,USD,0.2683,8.05,1.177,2.441,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-28,TestUAMIVM,Standard_B1s,test,untagged,USD,0.2685,8.05,1.224,2.816,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-29,TestUAMIVM,Standard_B1s,test,untagged,USD,0.2681,8.04,1.078,2.243,synthetic_cost_from_public_cloud_pricing_pattern
2025-07-22,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1695,65.09,2.163,4.625,synthetic_cost_from_public_cloud_pricing_pattern
2025-07-23,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1737,65.21,2.343,4.699,synthetic_cost_from_public_cloud_pricing_pattern
2025-07-24,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1691,65.07,2.145,4.515,synthetic_cost_from_public_cloud_pricing_pattern
2025-07-25,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1732,65.2,2.321,4.528,synthetic_cost_from_public_cloud_pricing_pattern
2025-07-26,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1714,65.14,2.243,4.551,synthetic_cost_from_public_cloud_pricing_pattern
2025-07-27,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.165,64.95,1.968,4.174,synthetic_cost_from_public_cloud_pricing_pattern
2025-07-28,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.2662,67.98,6.358,25.561,synthetic_cost_from_public_cloud_pricing_pattern
2025-07-29,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.363,70.89,10.561,27.505,synthetic_cost_from_public_cloud_pricing_pattern
2025-07-30,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1718,65.16,2.264,4.733,synthetic_cost_from_public_cloud_pricing_pattern
2025-07-31,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1699,65.1,2.18,4.542,synthetic_cost_from_public_cloud_pricing_pattern
2025-08-01,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1691,65.07,2.143,4.307,synthetic_cost_from_public_cloud_pricing_pattern
2025-08-02,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1752,65.25,2.408,4.94,synthetic_cost_from_public_cloud_pricing_pattern
2025-08-03,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1664,64.99,2.026,4.356,synthetic_cost_from_public_cloud_pricing_pattern
2025-08-04,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.171,65.13,2.227,5.329,synthetic_cost_from_public_cloud_pricing_pattern
2025-08-05,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.176,65.28,2.446,4.478,synthetic_cost_from_public_cloud_pricing_pattern
2025-08-06,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1679,65.04,2.091,4.752,synthetic_cost_from_public_cloud_pricing_pattern
2025-08-07,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1696,65.09,2.168,4.18,synthetic_cost_from_public_cloud_pricing_pattern
2025-08-08,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1764,65.29,2.462,5.166,synthetic_cost_from_public_cloud_pricing_pattern
2025-08-09,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1835,65.51,2.772,4.846,synthetic_cost_from_public_cloud_pricing_pattern
2025-08-10,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.179,65.37,2.576,7.283,synthetic_cost_from_public_cloud_pricing_pattern
2025-08-11,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.5703,77.11,19.559,26.131,synthetic_cost_from_public_cloud_pricing_pattern
2025-08-12,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1771,65.31,2.49,4.715,synthetic_cost_from_public_cloud_pricing_pattern
2025-08-13,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1679,65.04,2.092,4.271,synthetic_cost_from_public_cloud_pricing_pattern
2025-08-14,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1661,64.98,2.015,4.364,synthetic_cost_from_public_cloud_pricing_pattern
2025-08-15,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1655,64.97,1.989,4.863,synthetic_cost_from_public_cloud_pricing_pattern
2025-08-16,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1706,65.12,2.21,5.205,synthetic_cost_from_public_cloud_pricing_pattern
2025-08-17,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1726,65.18,2.297,4.666,synthetic_cost_from_public_cloud_pricing_pattern
2025-08-18,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1713,65.14,2.24,4.584,synthetic_cost_from_public_cloud_pricing_pattern
2025-08-19,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1678,65.03,2.086,4.286,synthetic_cost_from_public_cloud_pricing_pattern
2025-08-20,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1668,65.0,2.045,4.095,synthetic_cost_from_public_cloud_pricing_pattern
2025-08-21,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1745,65.23,2.378,4.503,synthetic_cost_from_public_cloud_pricing_pattern
2025-08-22,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.167,65.01,2.055,4.57,synthetic_cost_from_public_cloud_pricing_pattern
2025-08-23,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1744,65.23,2.376,5.505,synthetic_cost_from_public_cloud_pricing_pattern
2025-08-24,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1719,65.16,2.265,4.625,synthetic_cost_from_public_cloud_pricing_pattern
2025-08-25,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1698,65.09,2.176,4.319,synthetic_cost_from_public_cloud_pricing_pattern
2025-08-26,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1719,65.16,2.266,5.03,synthetic_cost_from_public_cloud_pricing_pattern
2025-08-27,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1692,65.08,2.15,4.203,synthetic_cost_from_public_cloud_pricing_pattern
2025-08-28,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1623,64.87,1.85,4.121,synthetic_cost_from_public_cloud_pricing_pattern
2025-08-29,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1708,65.12,2.218,4.568,synthetic_cost_from_public_cloud_pricing_pattern
2025-08-30,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1753,65.26,2.413,4.745,synthetic_cost_from_public_cloud_pricing_pattern
2025-08-31,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1673,65.02,2.066,4.227,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-01,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1734,65.2,2.331,4.95,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-02,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1658,64.97,2.002,4.6,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-03,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1742,65.22,2.364,4.758,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-04,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1662,64.99,2.018,4.323,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-05,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1717,65.15,2.257,5.113,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-06,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1726,65.18,2.296,4.67,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-07,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1705,65.11,2.205,5.074,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-08,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1758,65.27,2.434,4.709,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-09,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1716,65.15,2.252,4.678,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-10,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1672,65.02,2.064,4.68,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-11,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1637,64.91,1.91,4.246,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-12,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1782,65.35,2.541,5.012,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-13,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1758,65.27,2.436,4.91,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-14,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1696,65.09,2.167,4.545,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-15,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1742,65.23,2.365,4.674,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-16,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1684,65.05,2.117,4.48,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-17,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1697,65.09,2.171,4.718,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-18,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.167,65.01,2.056,4.633,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-19,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1721,65.16,2.274,4.779,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-20,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1749,65.25,2.397,4.778,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-21,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.172,65.16,2.271,4.6,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-22,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1697,65.09,2.17,4.566,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-23,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1672,65.02,2.062,4.368,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-24,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1742,65.23,2.366,4.689,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-25,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.167,65.01,2.055,4.352,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-26,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1719,65.16,2.268,4.72,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-27,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1686,65.06,2.122,4.886,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-28,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1706,65.12,2.21,4.982,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-29,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.17,65.1,2.185,4.218,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-30,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1709,65.13,2.225,4.835,synthetic_cost_from_public_cloud_pricing_pattern
2025-10-01,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1684,65.05,2.117,4.663,synthetic_cost_from_public_cloud_pricing_pattern
2025-10-02,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.173,65.19,2.312,4.581,synthetic_cost_from_public_cloud_pricing_pattern
2025-10-03,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.173,65.19,2.312,4.821,synthetic_cost_from_public_cloud_pricing_pattern
2025-10-04,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1729,65.19,2.311,4.566,synthetic_cost_from_public_cloud_pricing_pattern
2025-10-05,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1775,65.33,2.51,4.724,synthetic_cost_from_public_cloud_pricing_pattern
2025-10-06,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1692,65.08,2.149,4.178,synthetic_cost_from_public_cloud_pricing_pattern
2025-10-07,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1714,65.14,2.244,4.708,synthetic_cost_from_public_cloud_pricing_pattern
2025-10-08,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1642,64.93,1.934,4.564,synthetic_cost_from_public_cloud_pricing_pattern
2025-10-09,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1651,64.95,1.971,4.256,synthetic_cost_from_public_cloud_pricing_pattern
2025-10-10,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1675,65.03,2.076,4.471,synthetic_cost_from_public_cloud_pricing_pattern
2025-10-11,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1736,65.21,2.341,4.763,synthetic_cost_from_public_cloud_pricing_pattern
2025-10-12,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1699,65.1,2.179,4.77,synthetic_cost_from_public_cloud_pricing_pattern
2025-10-13,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1745,65.24,2.38,4.885,synthetic_cost_from_public_cloud_pricing_pattern
2025-10-14,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1745,65.24,2.38,4.749,synthetic_cost_from_public_cloud_pricing_pattern
2025-10-15,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1686,65.06,2.124,4.468,synthetic_cost_from_public_cloud_pricing_pattern
2025-10-16,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1732,65.2,2.323,4.614,synthetic_cost_from_public_cloud_pricing_pattern
2025-10-17,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1732,65.2,2.323,4.98,synthetic_cost_from_public_cloud_pricing_pattern
2025-10-18,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1682,65.05,2.106,4.565,synthetic_cost_from_public_cloud_pricing_pattern
2025-10-19,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1661,64.98,2.015,4.531,synthetic_cost_from_public_cloud_pricing_pattern
2025-10-20,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1749,65.25,2.398,4.808,synthetic_cost_from_public_cloud_pricing_pattern
2025-10-21,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1681,65.04,2.101,4.377,synthetic_cost_from_public_cloud_pricing_pattern
2025-10-22,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1689,65.07,2.136,4.598,synthetic_cost_from_public_cloud_pricing_pattern
2025-10-23,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1654,64.96,1.983,4.191,synthetic_cost_from_public_cloud_pricing_pattern
2025-10-24,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1753,65.26,2.415,5.261,synthetic_cost_from_public_cloud_pricing_pattern
2025-10-25,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1709,65.13,2.221,4.885,synthetic_cost_from_public_cloud_pricing_pattern
2025-10-26,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.17,65.1,2.185,5.015,synthetic_cost_from_public_cloud_pricing_pattern
2025-10-27,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1713,65.14,2.241,5.153,synthetic_cost_from_public_cloud_pricing_pattern
2025-10-28,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1716,65.15,2.253,4.377,synthetic_cost_from_public_cloud_pricing_pattern
2025-10-29,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1647,64.94,1.953,4.347,synthetic_cost_from_public_cloud_pricing_pattern
2025-10-30,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1706,65.12,2.21,4.863,synthetic_cost_from_public_cloud_pricing_pattern
2025-10-31,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.172,65.16,2.27,4.909,synthetic_cost_from_public_cloud_pricing_pattern
2025-11-01,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1739,65.22,2.355,4.635,synthetic_cost_from_public_cloud_pricing_pattern
2025-11-02,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.2835,68.5,7.109,22.188,synthetic_cost_from_public_cloud_pricing_pattern
2025-11-03,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.6957,80.87,32.017,35.687,synthetic_cost_from_public_cloud_pricing_pattern
2025-11-04,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.646,79.38,22.842,35.543,synthetic_cost_from_public_cloud_pricing_pattern
2025-11-05,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1686,65.06,2.123,4.381,synthetic_cost_from_public_cloud_pricing_pattern
2025-11-06,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1673,65.02,2.067,4.673,synthetic_cost_from_public_cloud_pricing_pattern
2025-11-07,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1646,64.94,1.948,4.557,synthetic_cost_from_public_cloud_pricing_pattern
2025-11-08,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1696,65.09,2.168,4.737,synthetic_cost_from_public_cloud_pricing_pattern
2025-11-09,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1732,65.2,2.323,4.502,synthetic_cost_from_public_cloud_pricing_pattern
2025-11-10,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1743,65.23,2.371,5.014,synthetic_cost_from_public_cloud_pricing_pattern
2025-11-11,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1695,65.09,2.164,4.669,synthetic_cost_from_public_cloud_pricing_pattern
2025-11-12,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1676,65.03,2.078,4.375,synthetic_cost_from_public_cloud_pricing_pattern
2025-11-13,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1716,65.15,2.252,4.12,synthetic_cost_from_public_cloud_pricing_pattern
2025-11-14,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1714,65.14,2.244,4.484,synthetic_cost_from_public_cloud_pricing_pattern
2025-11-15,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1684,65.05,2.114,4.451,synthetic_cost_from_public_cloud_pricing_pattern
2025-11-16,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.17,65.1,2.185,4.568,synthetic_cost_from_public_cloud_pricing_pattern
2025-11-17,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1721,65.16,2.273,4.643,synthetic_cost_from_public_cloud_pricing_pattern
2025-11-18,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1677,65.03,2.085,4.32,synthetic_cost_from_public_cloud_pricing_pattern
2025-11-19,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1714,65.14,2.245,4.919,synthetic_cost_from_public_cloud_pricing_pattern
2025-11-20,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1708,65.12,2.22,4.397,synthetic_cost_from_public_cloud_pricing_pattern
2025-11-21,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1713,65.14,2.241,4.935,synthetic_cost_from_public_cloud_pricing_pattern
2025-11-22,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1716,65.15,2.254,4.763,synthetic_cost_from_public_cloud_pricing_pattern
2025-11-23,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1621,64.86,1.84,4.034,synthetic_cost_from_public_cloud_pricing_pattern
2025-11-24,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1708,65.12,2.219,4.845,synthetic_cost_from_public_cloud_pricing_pattern
2025-11-25,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1718,65.15,2.263,4.774,synthetic_cost_from_public_cloud_pricing_pattern
2025-11-26,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1643,64.93,1.939,4.273,synthetic_cost_from_public_cloud_pricing_pattern
2025-11-27,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1697,65.09,2.169,4.479,synthetic_cost_from_public_cloud_pricing_pattern
2025-11-28,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.166,64.98,2.012,3.909,synthetic_cost_from_public_cloud_pricing_pattern
2025-11-29,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1744,65.23,2.374,4.832,synthetic_cost_from_public_cloud_pricing_pattern
2025-11-30,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1712,65.14,2.235,4.549,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-01,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1678,65.03,2.088,4.189,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-02,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1681,65.04,2.102,4.62,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-03,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1672,65.01,2.06,4.42,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-04,Testing-2503-Patch-Report,Standard_D2s_v5,test,untagged,USD,2.1677,65.03,2.086,4.394,synthetic_cost_from_public_cloud_pricing_pattern
